Restaurant,Comments,Output
1618 Asian Fusion,"A classic asian fusion spot in Austin. All there food is generally good, and its really great if you're craving a sunday dimsum brunch. They have a few great items including chinese sausage sticky rice in a claypot with shiitake mushroom, as well as the banh trang. The green thai iced tea also goes really well with everything. Last time i came here we tried the pho but the broth was way too heavy and dark. However this place is an awesome quick lunch spot if you're craving dimsum and appetizers.","Food - Chinese Sausage Sticky Rice in a Claypot with Shiitake Mushroom (great), Banh Trang (great), Green Thai Iced Tea (great)||Location - Austin||Service - Great "
1618 Asian Fusion,"This is hands down my favorite restaurant in Austin. The food is immaculate and the restaurant itself has great atmosphere and often has live music! Every server I've ever had here is extremely knowledgeable and nice. Service is always top notch. Definitely try the soup dumplings, the matcha espresso martini, and can't go wrong with any of the curries. The pho and other soups are also all great. The only downside is how packed it can be. Make a reservation ahead of time if possible. If not, prepare to wait!","Food - Soup Dumplings (immaculate), Matcha Espresso Martini (recommended), Curries (great)||Ambiance - Great atmosphere||Service - Knowledgeable and nice||Music - Live music||Packed restaurant "
1618 Asian Fusion,"I order takeout and the food is delicious! Love everything on the menu!!
Food: 5/5  |  Service: 4/5  |  Atmosphere: 4/5","Food - Menu - General Tso's Chicken (nice fry), Filet Mignon with Onion (nice fry), Shrimp with SautÃƒÂ©ed Peppers (good fry)||Service - Friendly and Attentive||Atmosphere - Nice "
1618 Asian Fusion,"I love 1618 Asian fusion! I've been here many times...I lost count! Hahhaaa

Kelly and Thuk are amazing! Thank you so much for a great experience!

I'll be back!","Food - Egg rolls (nice fry), Shrimp Panang Curry (started great but got sweeter, needed some acid to balance sweetness), Vegetable curry (started great but got sweeter, needed some acid to balance sweetness)||Menu - Huge"", Example 2 - ""Service - Great||Food - Chicken Tikka Masala (nice and spicy), Lamb Biryani (aromatic and flavorful)||Drinks - Mango Lassi (refreshing), Masala Chai (aromatic)"", Example 3 - ""Food - Sushi (fresh and delicious), Ramen (flavorful broth), Tempura (crispy)||Ambiance - Cozy and inviting||Service - Friendly and attentive"". <</SYS>> Below is the review on which you need to perform the task:
"
1618 Asian Fusion,"Was in town and looking for a place to eat and found this place.   Was very happy and would return, this was an excellent restaurant.   The day we went it was busy and I think that may be the norm.

Menus has a nice variety, really enjoyed the variety of the 5 item appetizer sampler.

Also, happy with the response on peanut allergy request.    The waitress took note and told us the chefs would be changing gloves when preparing our meals as a normal procedure for them.

Overall would find an excuse to return as we don't live in Austin.   Highly recommend if you are considering trying this restaurant.","Food - Appetizer Sampler(enjoyed), Peanut Allergy Request (note taken, chefs will change gloves)||Service - Helpful||Ambiance - Nice "
1618 Asian Fusion,"Ambience was nice on the inside. Location is not the best and parking was a bit challenging. Server was very friendly and attentive. Ordered the egg roll appetizer and chicken pad thai for an entree. Both were fairly average in my opinion. It was pretty bland until I added lime and some peanut sauce. Nice place, just expected more.","Food - Egg rolls (average), Chicken pad thai (average, bland without additional seasoning)||Location - Not the best||Parking - Challenging||Service - Friendly and attentive||Ambiance - Nice interior||||"
1618 Asian Fusion,"Came here on a work related dinner and let me tell you, the experience was fantastic. They have an extensive drink list, and some of the drinks/spirits are given to you in a very elegant and exciting presentation. They food was exquisite. Luckily the group was down for sharing plates and I got try a little bit of everything. Completely forgot to take pictures of anything we consumed, but trust me, you won't be dissatisfied. This restaurant does not disappoint.","Food - Extensive menu, exquisite taste||Drinks - Extensive list||Service - Excellent "
1618 Asian Fusion,"On our group's last night of the trip, the Bachelor was dying to try out 1618 and we couldn't have asked for a better experience to end our Texas trip! In the restaurant, I saw that they were featured in the Yelp's Top 100 place to Eat in 2021, and naturally it made me more excited for the meal. Let's just say, it lived up to hype!

We arrived on a Saturday night, and it was busy! They quoted us 45-minutes, and they took our number down and luckily the table was ready in under 10. Great start. Looking at the menu they have a wide variety of dishes from different asian cultures. For starters we went with the XLBs which were delicious. We also went with the Peking Duck, which was alright, not sure if I'd spend $45 on it again, but it's what the bachelor guy wanted. Food presentation is something you can tell they put a lot of thought into.

For my main, I decided to go with the 'Pho Rib'. When they say everything is bigger in a Texas, it's true. You should've seen the size of these tasty beer ribs, they low key looked pre-historic. The meat was tender and fell off the bone. Pair that with homemade fresh noodles, it was worth the $19. The also give you a side of an egg with some broth, I dunno what that was, but it was one of the best things i've ever tasted. Perfectly salty, rich and depth flavor, it was perfect for a cold winter night.

As for the service, it really added to the entire experience. Our server Cassie, was professional, kind, and great to chat with. The restaurant is beautifully designed, and the theatrics that come along with some of their cocktails and desserts add to the overall vibe of the place. We even got a free-style rap by another server before we took off. Great night all around!

If you are in the area or visiting and/or craving Asian food, this spot is worth checking out. Great for a nice dinner date or night out with a group of friends. Reservations are recommended since it is pretty popular.","Food - XLB (delicious), Peking Duck (alright), Pho Rib (tender, falling-off-the-bone meat, homemade noodles), Egg (perfectly salty, rich, depth flavor)||Service - Professional, kind||Ambiance - Beautifully designed||Performance - Free-style rap "
1618 Asian Fusion,"Make a reservation. It gets very packed and you don't want to be waiting on a table for 2hrs. The food is very good! Fresh, tasty, no complaints. The AC was not working that day. It was still hot but it could be the heat this summer. Over all good place and good service. I live 2hrs away but if im around ill definitely go again",Food - Fresh||Service - Good||Ambiance - Nice||AC - Not working 
1618 Asian Fusion,Understand things happen and you must close early or partial of your business during your regular hours. If you have the sign up and saying that you will be closing between 2:30-4:30pm for training then don't turn away your customers when they show up at 2:05pm. If that was the case then put your sign at 2pm. Treat your customers better!,"Food - Chicken Tikka Masala (nice and spicy), Lamb Biryani (aromatic and flavorful)||Service - Friendly and attentive "
1618 Asian Fusion,"This is one of my absolute favorite restaurants in austin. The ambiance, the service, the drinks, the food... all a 10/10! You must try this place","Food - Sushi (fresh and delicious), Ramen (flavorful broth), Tempura (crispy)||Ambiance - Cozy and inviting||Service - Friendly and attentive"". <</SYS>> Below is the review on which you need to perform the task:
"
1618 Asian Fusion,Thomas is the best server! We love coming to 1618 and have never had a bad experience. Thomas only elevated the experience as a fabulous host for the night! I usually get the Xiao Long Bao and Chicken Pad Thai but tonight I tried Banana Leaf Salmon and couldn't get enough - so so so good.,"Food, service, ambiance (especially for a date night or evening with friends) can't be beat. See you soon! [/INST]"
