Comments,Output
"Oh, this place rocks!! The dim sum is excellent, high quality and very nicely done. Some of the items are slightly fusion and adapted to this area and culture, but the quality and the workmanship put into the dim sum with spectacular presentation is well worth the extra cost. I'm from the San Francisco area and I am Asian so I know good dim sum.

All the ingredients are so fresh and they use locally sourced produce from a local farm when possible. We went there for dinner and it was so good and we were so impressed that we came back the next morning for dim sum! For dinner we had the bok choy with shiitake mushrooms, excellent with a subtle sauce on it. We also had the seafood curry which was chock-full of different types of seafood in it, they were very generous. Between dinner in the evening and dim sum the next morning, we had many of their dishes but I will just comment on some of the stand outs. For dim sum, their shrimp stuffed Chinese eggplant was so plump and delicious. Their crispy chicken turnovers were shaped like cute little mice, so fun to eat and delicious too! The salt and pepper shrimp was excellent, nice subtle flavors. Their cilantro shrimp dumplings and basil chicken dumplings were so satisfying and flavorful. We loved the Shanghai soup dumplings, round and plump with hearty broth inside. Their desserts are amazing and excellent, be sure to try one!

The service is immaculate, friendly and helpful and very efficient. The manager is a very good manager.  One thing fun about the place is that they have automatic toilets with motion sensors. The lid will automatically open when you come near it!","Ambiance - Modern with great ambience and exceptional service||Food - Dim sum (excellent, high quality, spectacular presentation), Bok Choy with Shiitake Mushrooms (excellent), Seafood Curry (chock-full of different types of seafood), Shrimp Stuffed Chinese Eggplant (plump and delicious), Crispy Chicken Turnovers (fun and delicious), Salt and Pepper Shrimp (excellent), Cilantro Shrimp Dumplings (satisfying and flavorful), Basil Chicken Dumplings (satisfying and flavorful), Shanghai Soup Dumplings (plump, hearty broth inside), Desserts (amazing)||Service - Immaculate, friendly, helpful, efficient||Others - Automatic toilets"
The alligator was exceptionally baller. Although the toilet was weirdly moist and festive. Tofu was the highlight of the night. Our waiter khan was very handsome ;). His demeanor was very very pleasant in providing a very very unfortunately seductive atmosphere.,"Food - Alligator (exceptionally good), Tofu (highlight of the night)||Service - handsome waiter, pleasant demeanor"
"Qi Austin (pronounced Chi) owned by Lin is the spot to go to in Austin. It's tough to get reservations because everyone wants to go, and I see why! The food is great!! You have to get dumplings. I ordered the crab meat soup dumplings and Akaushi Beef with Green Pepper. Such a great restaurant. Can't wait to go back!","Food - Crab Meat Soup Dumplings (great), Akaushi Beef with Green Pepper (great)"
"There are very few Asian restaurants in Austin that has the authentic feel, taste and charm making you feel as if you are actually dining in another country like Qi. The decor is very contemporary, but still made you feel as if you were walking the streets of Shanghai. I am a huge fan of Lin's dim sum and now, I can add Qi to my list. We started with the Shanghai soup dumplings, lobster dumplings and chicken taro egg rolls.
The special of the evening was a salt and pepper whole lobster, but we were disappointed to find out that at 7:30 in the evening, they were completely out! However, we were soon relieved when we were told that they still had the salt and pepper lobster tails available. We ordered those in addition to the honey beef and the truffle egg fried rice. We enjoyed all of our dishes, several bottles of sake, as well as the service we received from Kriselda.","Ambiance - great decor||Food - Shanghai Soup Dumplings (enjoyed), Lobster Dumplings (enjoyed), Chicken Taro Egg Rolls (enjoyed), Salt and Pepper Lobster Tails (enjoyed), Honey Beef and Truffle Egg Fried Rice (enjoyed)||Service - Impressive"
"After trying Lin, we had to try the sister restaurant Qi. Located near Whole Foods downtown and not to far from Lin. They have their own garage so parking was easy.

We decided to try our luck again and did a walk-in. Would definitely recommend you make reservations though. After a small wait we were seated at the bar.  The place had beauty decorations everywhere from lanterns and umbrellas to robes and glass sculptures.  One thing that stood out to me was the signed bottle of wine near the front of the entrance. Pro Football Hall of Famer Tony Gonzalez!

Our Baristas were Minh and ""Rabbit"". Not sure if they were just playing with us since it's the year of the Rabbit/Cat, but it was funny. They had a special Lunar new year drink menu. Tried both the Red Envelope and the Jade Rabbit. Both were beautiful and delicious and had gold flakes. We also tried a couple normal menu drinks Watermelon Cooler and Honey Cider. Both were very refreshing.

For appetizers we ordered the Crab Meat Corn Soup and Scallop Caviar Sui Mai Dumplings. The soup rich and the Crab delicious. The dumplings were delightful. They looked so good, I didn't give them a little time to cool before gobbling them up.

Both our entrees were beef protein. The Honey Akaushi Beef and Rainbow Akaushi Beef were cooked beautifully. They both had a nice crispy sear on the beef and flavorful sauce.

After trying Lin, Qi did not disappoint. Fun servers and delicious food is always a great combination. Two thumbs up!","Ambiance - Beautiful decor||Drinks - Red Envelope (beautiful, delicious), Jade Rabbit(beautiful, delicious), Watermelon cooler (refreshing), Honey Cider (refreshing)||Food - Crab Meat Corn Soup (rich, delicious), Scallop Caviar Sui Mai Dumplings (delightful), Honey Akaushi Beef (crispy, flavorful sauce), Rainbow Akaushi Beef (crispy, flavorful sauce)||Parking - easy||Service - Fun"
"Qi is one of my all time favorite restaurants in Austin! The best way to describe is exquisite dim sum and chinese cuisine. As a sister restaurant to Lin's, Qi has the famous soup dumplings that in my opinion make this place worth visiting.

I have not yet encountered any other establishment that has great soup dumplings that are comparable to Qi/Lin's. Other items that I liked to get at the scallop caviar Sui mai, honey sesame chicken, and occasionally the har gow.

If you are used to normal traditional Chinese dim sum establishments, do NOT expect the same experience here. Expect to pay higher prices and receive good service. If you are looking for a large variety of dim sum items, I would look elsewhere in Austin. During lunch and dinner, the dim sum menu is not as expansive.

I would say this makes for a great spot to meet with friends or go on a date. I'm hoping they will open a restaurant in Houston!","Food - dim sum (exquisite), soup dumplings (great), scallop caviar Sui mai (liked), honey sesame chicken (liked), har gow (liked),||Service - good||Price - high"
"The best dimsum in Austin hands down. The atmosphere reminds of of some famous dumsum places in SF. Everything tasted authentic and there was plenty of options to pick from. They add a little special touch to each traditional dimsum item, whether it be presentation or extra ingredients. I honestly think you can order just about anything here and be satisfied. The only thing I would avoid is the zhajianmein. The thing I would recommend the most is the deserts if you love matcha. The bill can come out a bit pricey but it's worth the visit.","Food - authentic, plenty of options, dim sum (special touch), matcha desserts (recommend), zhajianmein (avoid)||Ambiance - reminds of famous dimsum places in SF||Price - high"
"Hey Fellow Yelpers!

I'm in Austin, TX and today I had dinner at Qi Austin.  I highly recommend this establishment, the food was scrumptious. We ordered the Shanghai dumplings, shrimp pecan, whole fish, sautÃƒÂ©ed mustard greens, and a beef dish. Please see the photos.

The waitress was well informed, professional, and attentive. The ambiance is relaxing.","Food - Shanghai dumplings (scrumptious), shrimp pecan (scrumptious), whole fish (scrumptious), sauted mustard greens (scrumptious), beef dish (scrumptious)||Service - well informed, professional, attentive||Ambiance - relaxing"
"Incredible menu, presentation & service!
The decor is so cool! Hard to get reservations but worth the wait & could try walking in.",Food - Incredible||Service - incredible
"I would highly recommend Qi to anyone looking for an authentic and delicious dining experience. From the moment I walked in, I was greeted with warm and friendly service that made me feel right at home.

The restaurant itself had a cozy and inviting atmosphere, with traditional Chinese decorations and comfortable seating arrangements that allowed for an intimate and enjoyable meal. The dim sum dishes were simply outstanding - each one expertly prepared and bursting with flavor.

Some of my personal favorites included the steamed pork buns, shrimp dumplings, and scallion pancake with spicy curry dipping sauce. The quality of the ingredients and the attention to detail in the preparation was evident in every bite.

Overall, I would highly recommend this dim sum restaurant to anyone looking for an outstanding dining experience. The food is delicious, the atmosphere is inviting, and the service is top-notch. I can't wait to return for another meal!","Food - steamed pork buns (favorite), shrimp dumplings (favorite), scallion pancake with spicy curry dipping sauce (favorite)||Ambiance - cozy, inviting, traditional Chinese decorations, comfortable seating arrangements||Service - warm and friendly, top-notch||Price - high"
"Came here for my daughters birthday last night. We get to our table and the waiter is on us immediately. We need a sec so he comes back again in about a minute. My wife orders a drink off their drinks menu, I order a captain & coke, daughter orders a Shirley temple. My wife's drink and the Shirley temple show up, we put in our order. No drink for me. 10 minutes later still no drink for me. So I get his attention and he comes over and before I can say where's my drink he says ""oh we don't have captain Morgan.""... like 10 minutes went by and he didn't bother to tell me they couldn't make my drink...so I order a Bacardi and coke. This time it only took a few minutes for him to say they didn't have Bacardi.  At this point I'm annoyed so I make do with water for the night.

The food. Generally pretty good. The soup dumplings were just ""ok.""  Not much there flavor wise. The beef dumplings were also just ok. But the shrimp dumplings (har gow?) were fantastic, as was the duck. Fried rice and sesame chicken were fine.

So, back to all the fun we had with the waiter. Now that's it's busier he's nowhere to be found. Woulda been great to have some of that food with some water...

So after dinner we mention that it's my daughters birthday. He brings out some ice cream and a candle which is great.

We get the bill, and to my disbelief he's charged for BOTH drinks that I didn't get, and also for the desert that we didn't order. Fortunately there was no argument about taking the drinks and desert off the bill.

So I guess the moral of this story is only order drinks off their drink menu, and check your bill.

Oh, they also forgot the baby bok choy we ordered (didn't even make its way into the bill).","Food - soup dumplings (ok), beef dumplings (ok), shrimp dumplings (fantastic), duck (fantastic), fried rice (fine), sesame chicken (fine)||Service - missing drinks, forgot orders||Ambiance - cool ambiance and atmosphere||Price - high"
"Qi has such a cool ambiance and atmosphere! Definitely go there for the vibes of the place more than anything. Our server was nice and handled our party of ten well. I would say the actual food is pretty mediocre and you're better off finding a local run restaurant that's more affordable instead. I got the spicy chicken and while it was good...there was nothing remarkable about it. It was my birthday and they brought out a little cat shaped passion fruit ice cream dessert so I did appreciate that. Again a great experience, but you can find more affordable options with better food elsewhere.","Food - pretty mediocre, spicy chicken (nothing remarkable)||Service - nice||Ambiance - cool||Price - high"
The ambiance of this place is just as good as the food ! 4 of us split a lot of things defiantly let the soup dumpling cook because we all burned our insides eating it but it was still wonderful the service was also great thanks,Food - soup dumplings (wonderful)||Service - great||Ambiance - great
"Listen...we went here for a date night during our weekend getaway to Austin and this place did not disappoint. We ordered the whole fish, jasmine rice and vegetarian noodles and my gosh was it delicious! The fish was cooked perfectly and the sauce on it was everything. But those noodle...I wasn't expecting anything great but I demolished those noodles and wanted to grab some to go but didn't. Overall, it's definitely a spot to visit.","Food - whole fish (delicious), jasmine rice (delicious), vegetarian noodles (delicious)"
This was the most amazing meal we've had in a long time... service was on point and I don't know that I've ever had better Asian food. The hot and sour soup was perfect. Be sure to save room for dessert!,"Food - amazing, hot and sour soup (perfect), dessert (recommend)||Service - on point"
"Qi is Lin's sister that is just a bit closer to down with a better parking situation. We walked in on a busy weekend, grabbed a drink, and waited with fingers crossed that we would get a seat at the well appointed bar. Success! (I definitely recommend making resos.)
We tried all of the Lunar New Year special cocktails. They were beautifully crafted and served by witty and cheerful bartenders. The wine list is impressive!
But the true stars lie on the pages of the food menu.
We started with crab corn soup. It was somehow both light and hardy. The velvety broth was dotted with ample protein, yet the corn was perfectly highlighted.
Next came the scallop caviar shu mai. What a treat. We could not resist the aroma and gobbled the steamy sea pillows. We could have stopped there, but the beef dishes called out. Both the pepper beef and honey beef were beautifully seasoned and seared. The honey beef was a bit overly honeyed for me. Also, I asked to make it spicy, but it was not. It was still delicious, but I preferred the pepper beef.

All in all, Qi is a must when looking for passionately chef-driven Asian cuisine in Austin. But once you eat at Lin, I just don't know if I can give another restaurant 5 stars! If I could give 4.9 though, I would!","Food - crab corn soup (light and hardy, velvety broth, dotted with ample protein, perfectly highlighted corn), scallop caviar shu mai (treat), pepper beef (beautifully seasoned and seared), honey beef (beautifully seasoned and seared, bit overly honeyed)||Drinks - Lunar New Year special cocktails||Service - witty and cheerful bartenders"
"I'm not usually a fan of Fusion chinese food, but this is definitely fusion done right.

Everytime a plate came out we finished the food within seconds.

Highly recommend the salt and pepper tofu. It sounds plain but trust me it's very crispy and the salt and pepper were perfect to taste","Food - salt and pepper tofu (crispy, perfect, recommended)"
"WOW, delicious!
I came for a friend's birthday dinner and they provided a great large table in the corner that gave us some privacy.
The server was very patient, consistent, helpful. This was the first time for everyone in the group and he gave great recommendations. We, of course, got the soup dumplings, a few appetizers, and shared a few entrees.
I was VERY impressed by the shrimp entree. It was so tasty, flavorful, and filling! Definitely a unique dish that I would ABSOLUTELY come back to get again.","Food - shrimp entree (tasty, flavorful, filling ), soup dumplings (delicious)||Service - patient, consistent, helpful, great recommendations"
"Here's the thing - if you're more of an eater for value, it'll hurt ordering food at this location. I never seen 2 tiny lotus wraps cost over 12 dollars in my entire life.

However, if you are in it more for the experience and atmosphere of the restaurant, this is your place. The restaurant is gorgeous, large wine selection, and presentation is exceptional. If this is what your aim is, this could easily be considered a 4 or 5 star experience.

The dim sum taste itself was pretty on par with what you'd expect and after factoring the price, brings my score to what it is. You could eat double the amount of just as good tasting dim sum for the same price and most locations.",Drinks - large wine selection||Price - high
"I tried Lin a few months back, which is owned by the same people, so my expectations were not very high for Qi. I was pleasantly surprised that I enjoyed Qi so much more! It's beautiful inside, came here during December and the restaurant was very tastefully decorated festively.There is also free parking in the same building on level P4.

We tried a variety of things from the dim sum menu: Scallop Caviar Sui Mai, SautÃƒÂ©ed Baby Bok Choy, SautÃƒÂ©ed Water Spinach, Dan Dan Noodle, Scallion Pancake Curry Dip, Shrimp Har Kaw, Pork and Shrimp Sui Mai, Steam BBQ Pork Bun, Shanghai Soup Dumpling. I would pass on the SautÃƒÂ©ed Baby Bok Choy and Steam BBQ Pork Bun. My favorites were the SautÃƒÂ©ed Water Spinach, Shrimp Har Kaw, and Pork and Shrimp Sui Mai. The one thing we got from the main menu was the truffle fried rice. This was okay but nothing special, was way more impressed with the dim sum.","Ambiance - beautiful, festively decorated||Food - Scallop Caviar Sui Mai (impressed), Sauted Baby Bok Choy (pass), Sauted Water Spinach (favorite), Dan Dan Noodle (impressed), Scallion Pancake Curry Dip (impressed), Shrimp Har Kaw (favorite), Pork and Shrimp Sui Mai (favorite), Steam BBQ Pork Bun (pass), Shanghai Soup Dumpling (impressed), truffle fried rice (okay)||Parking - free"
"Skip the Zha Jiang Noodles (Dan Dan Noodles)

Get the soup dumplings, the salt and pepper tofu, the sesame chicken. Skip the tarp chicken eggrolls, just order one Peking duck with extra buns

Absolutely get the HAR gow. Pan fried seafood noodles were just meh

Loved the sautÃƒÂ©ed pea shoots and truffle fried rice

The cocktails are just okay.","Food - soup dumplings (recommended), salt and pepper tofu (recommended), sesame chicken (recommended), Peking duck with extra buns (recommended), HAR gow (recommended), pan fried seafood noodles (skip), sauted pea shoots (liked), truffle fried rice (liked), Dan Dan Noodles (skip), Tarp chicken eggrolls (skip)||Drinks - Cocktails okay"
"Fusion restaurant located in the west downtown area.

Those of you craving traditional dim sum, you are about to be disappointed if that's your expectation. The menu is a creative fusion between American and pan-Asian--predominantly Chinese--dishes. If one were to rate this place based on its representation of more traditional dim sum, it would probably get only 2 stars.

Alright! Now that we got that controversy out of the way, judging this establishment based purely on the quality of the food it serves, the experience, and the value, I'd give it 4 stars. Each of the dishes I've had here have generally been quite good, with nothing that stood out as anything altogether bad. If you have a xiao long bao craving, this place will work for you in a pinch. I feel guilty saying this, but one of my favorite dishes here in the past was the gator with Sichuan seasoning (see, I told you this was a fusion restaurant). This dish has a nice amount of numbing spice to it, and I can imagine that some people who aren't used to consuming numbing spice probably wouldn't be a fan (but I personally am). The cocktails here are also pretty solid and worth trying as well.","Food - gator with Sichuan seasoning (liked, numbing spice), dim sum (Asian-American fusion, not traditional)||Drinks - solid cocktails"
"I think we really like this place, it is close to home.  We usually opt for Lynn's instead because the prices are better.  We really like both restaurants.",Price - high
Cocktails and food were amazing and the restaurant is so cute. Our favorites were the truffle egg fried rice and pork soup dumplings.,"Food - truffle egg fried rice (favorite), pork soup dumplings (favorite)||Drinks - amazing cocktails"
"Just WOW. A lot of family in town so we decided to gather here and what a smart choice that was! We were quite a large party and they were able to accommodate us on their patio area. Hosts of the dinner ordered an array of foods for the table and we were not disappointed. My favorites were the juicy dumplings, chicken, and the truffle rice. I could eat that truffle rice everyday for every meal for the rest of my life. Waiters were constantly checking on us, but not in a pestering way.","Food - juicy dumplings (favorite), chicken (favorite), truffle rice (favorite)||Service - attentive"
